phylum,class,order,family,genus
 Euryarchaeota,Thermoplasmata,Thermoplasmatales,BSLdp215,
 Euryarchaeota,Thermoplasmata,Thermoplasmatales,Picrophilaceae,Ferroplasma
 Euryarchaeota,Thermoplasmata,Thermoplasmatales,Picrophilaceae,Thermogymnomonas
 Euryarchaeota,Thermoplasmata,Thermoplasmatales,Picrophilaceae,Thermoplasma
 Euryarchaeota,Thermoplasmata,Thermoplasmatales,Picrophilaceae,
 Euryarchaeota,Thermoplasmata,Thermoplasmatales,,
 FBP,,,,
 FCPU426,,,,
 Fibrobacteres,B5-096,,,
 Fibrobacteres,Fibrobacteria,258ds10,,
 Fibrobacteres,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Fibrobacter
 Fibrobacteres,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Fibrobacter
 Fibrobacteres,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Fibrobacteres-2
 Fibrobacteres,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,
 Fibrobacteres,Fibrobacteria,Fibrobacterales,,
 Fibrobacteres,Fibrobacteria,Ucp1540,,
 Fibrobacteres,SBZC_2415,,,
 Fibrobacteres,TG3,TG3-1,B122,
 Fibrobacteres,TG3,TG3-1,M1PL1-46,
 Fibrobacteres,TG3,TG3-1,MAT-CR-H6-H10,
 Fibrobacteres,TG3,TG3-1,TSCOR003-O20,
 Fibrobacteres,TG3,TG3-1,,
 Fibrobacteres,TG3,TG3-2,M2PB4-14,
 Fibrobacteres,TG3,TG3-2,,
 Fibrobacteres,TG3,,,
 Fibrobacteres,,,,
 Firmicutes,AHT28,,,
 Firmicutes,Bacilli,Bacillales,Alicyclobacillaceae,Alicyclobacillus
 Firmicutes,Bacilli,Bacillales,Alicyclobacillaceae,Kyrpidia
 Firmicutes,Bacilli,Bacillales,Alicyclobacillaceae,
 Firmicutes,Bacilli,Bacillales,Bacillaceae,Alkalibacillus
 Firmicutes,Bacilli,Bacillales,Bacillaceae,Anaerobacillus
 Firmicutes,Bacilli,Bacillales,Bacillaceae,Anoxybacillus
 Firmicutes,Bacilli,Bacillales,Bacillaceae,Anoxybacillus
 Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
 Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
 Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
 Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
 Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
 Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
 Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
 Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
 Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
 Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
 Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
 Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
 Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
 Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
 Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
 Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
 Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
 Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
 Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
 Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
 Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
 Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
 Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
 Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
 Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
 Firmicutes,Bacilli,Bacillales,Bacillaceae,Geobacillus
 Firmicutes,Bacilli,Bacillales,Bacillaceae,Geobacillus
 Firmicutes,Bacilli,Bacillales,Bacillaceae,Geobacillus
 Firmicutes,Bacilli,Bacillales,Bacillaceae,Lentibacillus
 Firmicutes,Bacilli,Bacillales,Bacillaceae,Marinibacillus
 Firmicutes,Bacilli,Bacillales,Bacillaceae,Marinococcus
 Firmicutes,Bacilli,Bacillales,Bacillaceae,Natronobacillus
 Firmicutes,Bacilli,Bacillales,Bacillaceae,Oceanobacillus
 Firmicutes,Bacilli,Bacillales,Bacillaceae,Oceanobacillus
 Firmicutes,Bacilli,Bacillales,Bacillaceae,Pontibacillus
 Firmicutes,Bacilli,Bacillales,Bacillaceae,Salimicrobium
 Firmicutes,Bacilli,Bacillales,Bacillaceae,Terribacillus
 Firmicutes,Bacilli,Bacillales,Bacillaceae,Thalassobacillus
 Firmicutes,Bacilli,Bacillales,Bacillaceae,Virgibacillus
 Firmicutes,Bacilli,Bacillales,Bacillaceae,Virgibacillus
 Firmicutes,Bacilli,Bacillales,Bacillaceae,Virgibacillus
 Firmicutes,Bacilli,Bacillales,Bacillaceae,Virgibacillus
 Firmicutes,Bacilli,Bacillales,Bacillaceae,Virgibacillus
 Firmicutes,Bacilli,Bacillales,Bacillaceae,
 Firmicutes,Bacilli,Bacillales,Exiguobacteraceae,Exiguobacterium
 Firmicutes,Bacilli,Bacillales,Exiguobacteraceae,
 Firmicutes,Bacilli,Bacillales,Listeriaceae,Brochothrix
 Firmicutes,Bacilli,Bacillales,Listeriaceae,
 Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Ammoniphilus
 Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Ammoniphilus
 Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Aneurinibacillus
 Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Aneurinibacillus
 Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Brevibacillus
 Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Brevibacillus
 Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Brevibacillus
 Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Brevibacillus
 Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Brevibacillus
 Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Cohnella
 Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus
 Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus
 Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus
 Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus
 Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus
 Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus
 Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus
 Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus
 Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus
 Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus
 Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus
 Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus
 Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus
 Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus
 Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus
 Firmicutes,Bacilli,Bacillales,Paenibacillaceae,
 Firmicutes,Bacilli,Bacillales,Pasteuriaceae,Pasteuria
 Firmicutes,Bacilli,Bacillales,Pasteuriaceae,
 Firmicutes,Bacilli,Bacillales,Planococcaceae,Kurthia
 Firmicutes,Bacilli,Bacillales,Planococcaceae,Kurthia
 Firmicutes,Bacilli,Bacillales,Planococcaceae,Lysinibacillus
 Firmicutes,Bacilli,Bacillales,Planococcaceae,Lysinibacillus
 Firmicutes,Bacilli,Bacillales,Planococcaceae,Paenisporosarcina
 Firmicutes,Bacilli,Bacillales,Planococcaceae,Planococcus
 Firmicutes,Bacilli,Bacillales,Planococcaceae,Planococcus
 Firmicutes,Bacilli,Bacillales,Planococcaceae,Planomicrobium
 Firmicutes,Bacilli,Bacillales,Planococcaceae,Rummeliibacillus
 Firmicutes,Bacilli,Bacillales,Planococcaceae,Solibacillus
 Firmicutes,Bacilli,Bacillales,Planococcaceae,Sporosarcina
 Firmicutes,Bacilli,Bacillales,Planococcaceae,Sporosarcina
 Firmicutes,Bacilli,Bacillales,Planococcaceae,Sporosarcina
 Firmicutes,Bacilli,Bacillales,Planococcaceae,Ureibacillus
 Firmicutes,Bacilli,Bacillales,Planococcaceae,Viridibacillus
 Firmicutes,Bacilli,Bacillales,Planococcaceae,
 Firmicutes,Bacilli,Bacillales,Sporolactobacillaceae,Pullulanibacillus
 Firmicutes,Bacilli,Bacillales,Sporolactobacillaceae,Sporolactobacillus
 Firmicutes,Bacilli,Bacillales,Sporolactobacillaceae,
 Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Jeotgalicoccus
 Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Jeotgalicoccus
 Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Macrococcus
 Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Macrococcus
 Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Salinicoccus
 Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
 Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
 Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
 Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
 Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
 Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
 Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
 Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
 Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
 Firmicutes,Bacilli,Bacillales,Staphylococcaceae,
 Firmicutes,Bacilli,Bacillales,Thermicanaceae,Thermicanus
 Firmicutes,Bacilli,Bacillales,Thermicanaceae,
 Firmicutes,Bacilli,Bacillales,Thermoactinomycetaceae,Laceyella
 Firmicutes,Bacilli,Bacillales,Thermoactinomycetaceae,Planifilum
 Firmicutes,Bacilli,Bacillales,Thermoactinomycetaceae,Shimazuella
 Firmicutes,Bacilli,Bacillales,Thermoactinomycetaceae,Thermoactinomyces
 Firmicutes,Bacilli,Bacillales,Thermoactinomycetaceae,
 Firmicutes,Bacilli,Bacillales,,
 Firmicutes,Bacilli,Gemellales,Gemellaceae,Gemella
 Firmicutes,Bacilli,Gemellales,Gemellaceae,
 Firmicutes,Bacilli,Gemellales,,
 Firmicutes,Bacilli,Haloplasmatales,Haloplasmataceae,
 Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Abiotrophia
 Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Aerococcus
 Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Alkalibacterium
 Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Alkalibacterium
 Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Alloiococcus
 Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Alloiococcus
 Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Facklamia
 Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Marinilactibacillus
 Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,
 Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Carnobacterium
 Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Carnobacterium
 Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Desemzia
 Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Granulicatella
 Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Trichococcus
 Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,
 Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus
 Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus
 Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus
 Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus
 Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus
 Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus
 Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Tetragenococcus
 Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Tetragenococcus
 Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Vagococcus
 Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Vagococcus
 Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,
 Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus
 Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus
 Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus
 Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus
 Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus
 Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus
 Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus
 Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus
 Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus
 Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus
 Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus
 Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus
 Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus
 Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus
 Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus
 Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus
 Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus
 Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus
 Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus
 Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus
 Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,
 Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Fructobacillus
 Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Leuconostoc
 Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Leuconostoc
 Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Weissella
 Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Weissella
 Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,
 Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus
 Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus
 Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
 Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
 Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
 Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
 Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
 Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
 Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
 Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
 Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
 Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,
 Firmicutes,Bacilli,Lactobacillales,,
 Firmicutes,Bacilli,Turicibacterales,Turicibacteraceae,Turicibacter
 Firmicutes,Clostridia,BSA2B-08,,
 Firmicutes,Clostridia,Clostridiales,Acidaminobacteraceae,Acidaminobacter
 Firmicutes,Clostridia,Clostridiales,Acidaminobacteraceae,Fusibacter
 Firmicutes,Clostridia,Clostridiales,Acidaminobacteraceae,Guggenheimella
 Firmicutes,Clostridia,Clostridiales,Acidaminobacteraceae,NP25
 Firmicutes,Clostridia,Clostridiales,Acidaminobacteraceae,WH1-8
 Firmicutes,Clostridia,Clostridiales,Acidaminobacteraceae,
 Firmicutes,Clostridia,Clostridiales,Caldicoprobacteraceae,Caldicoprobacter
 Firmicutes,Clostridia,Clostridiales,Christensenellaceae,Christensenella
 Firmicutes,Clostridia,Clostridiales,Christensenellaceae,
 Firmicutes,Clostridia,Clostridiales,Clostridiaceae,02d06
 Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Alkaliphilus
 Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Alkaliphilus
 Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Caldanaerocella
 Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Caloramator
 Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Caloranaerobacter
 Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Caminicella
 Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Candidatus Arthromitus
 Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridiisalibacter
 Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium
 Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium
 Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium
 Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium
 Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium
 Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium
 Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium
 Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium
 Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium
 Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium
 Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium
 Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium
 Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium
 Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Geosporobacter_Thermotalea
 Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Natronincola_Anaerovirgula
 Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Oxobacter
 Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Proteiniclasticum
 Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Sarcina
 Firmicutes,Clostridia,Clostridiales,Clostridiaceae,SMB53
 Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Thermoanaerobacterium
 Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Thermoanaerobacterium
 Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Thermohalobacter
 Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Tindallia_Anoxynatronum
 Firmicutes,Clostridia,Clostridiales,Clostridiaceae,
 Firmicutes,Clostridia,Clostridiales,Dehalobacteriaceae,Dehalobacterium
 Firmicutes,Clostridia,Clostridiales,Dehalobacteriaceae,
 Firmicutes,Clostridia,Clostridiales,EtOH8,
 Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Acetobacterium
 Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Alkalibacter
 Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Anaerofustis
 Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Garciella
 Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Pseudoramibacter_Eubacterium
 Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,
 Firmicutes,Clostridia,Clostridiales,Gracilibacteraceae,Gracilibacter
 Firmicutes,Clostridia,Clostridiales,Gracilibacteraceae,Lutispora
 Firmicutes,Clostridia,Clostridiales,Gracilibacteraceae,
 Firmicutes,Clostridia,Clostridiales,Heliobacteriaceae,Heliorestis
 Firmicutes,Clostridia,Clostridiales,Heliobacteriaceae,
 Firmicutes,Clostridia,Clostridiales,JTB215,
 Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerostipes
 Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia
 Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia
 Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia
 Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Butyrivibrio
 Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Catonella
 Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Coprococcus
 Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Coprococcus
 Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Coprococcus
 Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Dorea
 Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Dorea
 Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Epulopiscium
 Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnobacterium
 Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospira
 Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Moryella
 Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Moryella
 Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Oribacterium
 Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Pseudobutyrivibrio
 Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia
 Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia
 Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Ruminococcus
 Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Ruminococcus
 Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Ruminococcus
 Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Shuttleworthia
 Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,
 Firmicutes,Clostridia,Clostridiales,Mogibacteriaceae,Anaerovorax
 Firmicutes,Clostridia,Clostridiales,Mogibacteriaceae,Mogibacterium
 Firmicutes,Clostridia,Clostridiales,Mogibacteriaceae,
 Firmicutes,Clostridia,Clostridiales,Peptococcaceae,Dehalobacter_Syntrophobotulus
 Firmicutes,Clostridia,Clostridiales,Peptococcaceae,Desulfitobacter
 Firmicutes,Clostridia,Clostridiales,Peptococcaceae,Desulfosporosinus
 Firmicutes,Clostridia,Clostridiales,Peptococcaceae,Desulfosporosinus
 Firmicutes,Clostridia,Clostridiales,Peptococcaceae,Desulfotomaculum
 Firmicutes,Clostridia,Clostridiales,Peptococcaceae,Desulfotomaculum
 Firmicutes,Clostridia,Clostridiales,Peptococcaceae,Desulfotomaculum_Desulfovirgula
 Firmicutes,Clostridia,Clostridiales,Peptococcaceae,Desulfurispora
 Firmicutes,Clostridia,Clostridiales,Peptococcaceae,Niigata-25
 Firmicutes,Clostridia,Clostridiales,Peptococcaceae,Pelotomaculum
 Firmicutes,Clostridia,Clostridiales,Peptococcaceae,Peptococcus
 Firmicutes,Clostridia,Clostridiales,Peptococcaceae,rc4-4
 Firmicutes,Clostridia,Clostridiales,Peptococcaceae,Sporotomaculum
 Firmicutes,Clostridia,Clostridiales,Peptococcaceae,WCHB1-84
 Firmicutes,Clostridia,Clostridiales,Peptococcaceae,
 Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Filifactor
 Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Peptostreptococcus
 Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Peptostreptococcus
 Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Tepidibacter
 Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,
 Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Anaerofilum
 Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Anaerotruncus
 Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ethanoligenens
 Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium
 Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium
 Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Oscillospira
 Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Oscillospira
 Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus
 Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus
 Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus
 Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus
 Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,
 Firmicutes,Clostridia,Clostridiales,SBYG_4172,
 Firmicutes,Clostridia,Clostridiales,Sulfobacillaceae,Sulfobacillus
 Firmicutes,Clostridia,Clostridiales,Sulfobacillaceae,Sulfobacillus
 Firmicutes,Clostridia,Clostridiales,Sulfobacillaceae,YNPFFP6
 Firmicutes,Clostridia,Clostridiales,Sulfobacillaceae,
 Firmicutes,Clostridia,Clostridiales,Symbiobacteriaceae,Symbiobacterium
 Firmicutes,Clostridia,Clostridiales,Symbiobacteriaceae,Symbiobacterium
 Firmicutes,Clostridia,Clostridiales,Symbiobacteriaceae,
 Firmicutes,Clostridia,Clostridiales,Syntrophomonadaceae,Syntrophomonas
 Firmicutes,Clostridia,Clostridiales,Syntrophomonadaceae,Syntrophomonas
 Firmicutes,Clostridia,Clostridiales,Tissierellaceae,Jan-68
 Firmicutes,Clostridia,Clostridiales,Tissierellaceae,Anaerococcus
 Firmicutes,Clostridia,Clostridiales,Tissierellaceae,Dethiosulfatibacter
 Firmicutes,Clostridia,Clostridiales,Tissierellaceae,ecb11
 Firmicutes,Clostridia,Clostridiales,Tissierellaceae,Finegoldia
 Firmicutes,Clostridia,Clostridiales,Tissierellaceae,Gallicola
 Firmicutes,Clostridia,Clostridiales,Tissierellaceae,GW-34
 Firmicutes,Clostridia,Clostridiales,Tissierellaceae,Helcococcus
 Firmicutes,Clostridia,Clostridiales,Tissierellaceae,Parvimonas
 Firmicutes,Clostridia,Clostridiales,Tissierellaceae,Peptoniphilus
 Firmicutes,Clostridia,Clostridiales,Tissierellaceae,ph2
 Firmicutes,Clostridia,Clostridiales,Tissierellaceae,Sedimentibacter
 Firmicutes,Clostridia,Clostridiales,Tissierellaceae,Sporanaerobacter
 Firmicutes,Clostridia,Clostridiales,Tissierellaceae,Tepidimicrobium
 Firmicutes,Clostridia,Clostridiales,Tissierellaceae,Tissierella_Soehngenia
